"Date","Make","Quantity","Pct"
2015-11,Nissan,455,36
2015-11,Peugeot,400,32
2015-11,Kia,379,3
2015-11,Opel,291,23
2015-11,Subaru,232,18
2015-11,Honda,230,18
2015-11,Tesla,225,18
2015-11,Suzuki,220,17
2015-11,Hyundai,201,16
2015-11,Citroen,191,15
2015-11,Renault,171,14
2015-11,Lexus,58,05
2015-11,MINI,55,04
2015-11,Land Rover,53,04
2015-11,Porsche,20,02
2015-11,Jeep,14,01
2015-11,Fiat,12,01
2015-11,Smart,9,01
2015-11,Jaguar,9,01
2015-11,Dacia,5,0
2015-11,Nilsson,4,0
2015-11,Alfa Romeo,3,0
2015-12,Volkswagen,1881,144
2015-12,Volvo,1512,116
2015-12,BMW,1024,78
2015-12,Mercedes-Benz,872,67
2015-12,Toyota,866,66
2015-12,Ford,737,56
2015-12,Mitsubishi,673,51
2015-12,Subaru,646,49
2015-12,Skoda,644,49
2015-12,Mazda,616,47
2015-12,Audi,496,38
2015-12,Kia,458,35
2015-12,Peugeot,418,32
2015-12,Tesla,373,29
2015-12,Renault,310,24
2015-12,Opel,305,23
2015-12,Nissan,230,18
2015-12,Hyundai,209,16
2015-12,Suzuki,183,14
2015-12,Honda,163,12
2015-12,Citroen,158,12
2015-12,Land Rover,75,06
2015-12,MINI,62,05
2015-12,Lexus,48,04
2015-12,Fiat,44,03
2015-12,Porsche,18,01
2015-12,Jaguar,18,01
2015-12,Smart,16,01
2015-12,Jeep,11,01
2015-12,Dacia,7,01
2015-12,Alfa Romeo,3,0
2015-12,Ssangyong,1,0
2015-12,DS,1,0
2016-01,Volkswagen,1743,159
2016-01,Toyota,1106,101
2016-01,BMW,1089,99
2016-01,Ford,752,68
2016-01,Nissan,673,61
2016-01,Mercedes-Benz,661,6
2016-01,Volvo,643,59
2016-01,Mazda,621,57
2016-01,Audi,559,51
2016-01,Skoda,528,48
2016-01,Peugeot,437,4
2016-01,Suzuki,311,28
2016-01,Renault,250,23
2016-01,Opel,237,22
2016-01,Kia,216,2
2016-01,Mitsubishi,199,18
2016-01,Citroen,181,16
2016-01,Hyundai,147,13
2016-01,Lexus,147,13
2016-01,Honda,135,12
2016-01,Tesla,105,1
2016-01,MINI,67,06
2016-01,Porsche,60,05
2016-01,Land Rover,35,03
2016-01,Subaru,32,03
2016-01,Jaguar,19,02
2016-01,DS,13,01
2016-01,Ssangyong,8,01
2016-01,Smart,6,01
2016-01,Fiat,5,0
2016-01,Jeep,4,0
2016-01,Dacia,1,0
2016-01,Maserati,1,0
2016-02,Volkswagen,2044,167
2016-02,Toyota,1374,112
2016-02,BMW,899,74
2016-02,Nissan,842,69
2016-02,Ford,754,62
2016-02,Skoda,753,62
2016-02,Volvo,732,6
2016-02,Mazda,651,53
2016-02,Mercedes-Benz,625,51
2016-02,Mitsubishi,607,5
2016-02,Audi,531,43
2016-02,Peugeot,428,35
2016-02,Kia,389,32
2016-02,Opel,274,22
2016-02,Suzuki,269,22
2016-02,Citroen,164,13
2016-02,Honda,151,12
2016-02,Hyundai,121,1
2016-02,Tesla,113,09
2016-02,Renault,111,09
2016-02,Subaru,99,08
2016-02,Lexus,95,08
2016-02,MINI,50,04
2016-02,Land Rover,40,03
2016-02,Porsche,34,03
2016-02,Dacia,21,02
2016-02,DS,14,01
2016-02,Smart,11,01
2016-02,Ssangyong,8,01
2016-02,Jaguar,5,0
2016-02,Fiat,5,0
2016-02,Jeep,4,0
2016-02,Maserati,2,0
2016-02,Alfa Romeo,2,0
2016-03,Volkswagen,2236,161
2016-03,Toyota,1537,111
2016-03,Nissan,1105,8
2016-03,BMW,933,67
2016-03,Mitsubishi,825,59
2016-03,Mercedes-Benz,817,59
2016-03,Ford,717,52
2016-03,Volvo,687,5
2016-03,Skoda,662,48
2016-03,Mazda,550,4
2016-03,Audi,543,39
2016-03,Tesla,487,35
2016-03,Renault,453,33
2016-03,Peugeot,405,29
2016-03,Kia,367,26
2016-03,Suzuki,292,21
2016-03,Opel,279,2
2016-03,Honda,182,13
2016-03,Subaru,169,12
2016-03,Hyundai,159,11
2016-03,Citroen,155,11
2016-03,Lexus,74,05
2016-03,MINI,55,04
2016-03,DS,37,03
2016-03,Land Rover,33,02
2016-03,Porsche,30,02
2016-03,Dacia,24,02
2016-03,Jaguar,19,01
2016-03,Fiat,17,01
2016-03,Jeep,8,01
2016-03,Smart,6,0
2016-03,Ssangyong,5,0
2016-03,Alfa Romeo,3,0
2016-03,Aston Martin,2,0
2016-03,Nilsson,2,0
2016-04,Volkswagen,3017,214
2016-04,Toyota,1432,101
2016-04,BMW,1052,75
2016-04,Skoda,785,56
2016-04,Nissan,782,55
2016-04,Volvo,748,53
2016-04,Ford,715,51
2016-04,Audi,685,49
2016-04,Mercedes-Benz,661,47
2016-04,Mitsubishi,630,45
2016-04,Mazda,564,4
2016-04,Peugeot,483,34
2016-04,Kia,376,27
2016-04,Opel,352,25
2016-04,Renault,325,23
2016-04,Subaru,279,2
2016-04,Suzuki,252,18
2016-04,Hyundai,212,15
2016-04,Honda,186,13
2016-04,Citroen,146,1
2016-04,Tesla,96,07
2016-04,Lexus,71,05
2016-04,MINI,53,04
2016-04,Porsche,49,03
2016-04,DS,49,03
2016-04,Land Rover,32,02
2016-04,Dacia,28,02
2016-04,Jaguar,18,01
2016-04,Fiat,14,01
2016-04,Smart,11,01
2016-04,Ssangyong,6,0
2016-04,Jeep,4,0
2016-04,Alfa Romeo,3,0
2016-05,Volkswagen,2222,173
2016-05,Toyota,1687,131
2016-05,Mercedes-Benz,872,68
2016-05,BMW,832,65
2016-05,Ford,751,58
2016-05,Skoda,722,56
2016-05,Mitsubishi,659,51
2016-05,Volvo,619,48
2016-05,Nissan,592,46
2016-05,Mazda,565,44
2016-05,Audi,540,42
2016-05,Peugeot,404,31
2016-05,Opel,397,31
2016-05,Kia,349,27
2016-05,Hyundai,237,18
2016-05,Suzuki,232,18
2016-05,Subaru,218,17
2016-05,Renault,160,12
2016-05,Honda,158,12
2016-05,Tesla,156,12
2016-05,Citroen,155,12
2016-05,MINI,80,06
2016-05,Lexus,73,06
2016-05,Porsche,42,03
2016-05,Land Rover,38,03
2016-05,Jaguar,38,03
2016-05,DS,19,01
2016-05,Dacia,18,01
2016-05,Fiat,7,01
2016-05,Smart,6,0
2016-05,Jeep,6,0
2016-05,Nilsson,4,0
2016-05,Ferrari,2,0
2016-05,Ssangyong,1,0
2016-05,Alfa Romeo,1,0
2016-05,Cadillac,1,0
2016-05,Morgan,1,0
2016-06,Volkswagen,2287,167
2016-06,Toyota,1603,117
2016-06,Ford,854,62
2016-06,Mercedes-Benz,826,6
2016-06,BMW,808,59
2016-06,Volvo,766,56
2016-06,Skoda,721,53
2016-06,Mitsubishi,698,51
2016-06,Nissan,640,47
2016-06,Mazda,611,45
2016-06,Audi,551,4
2016-06,Renault,490,36
2016-06,Peugeot,400,29
2016-06,Opel,389,28
2016-06,Kia,373,27
2016-06,Tesla,291,21
2016-06,Subaru,275,2
2016-06,Hyundai,199,15
2016-06,Honda,189,14
2016-06,Suzuki,185,14
2016-06,MINI,127,09
2016-06,Citroen,117,09
2016-06,Lexus,74,05
2016-06,Land Rover,50,04
2016-06,Jaguar,46,03
2016-06,Porsche,40,03
2016-06,Dacia,27,02
2016-06,DS,18,01
2016-06,Fiat,5,0
2016-06,Smart,5,0
2016-06,Ssangyong,5,0
2016-06,Jeep,4,0
2016-06,Alfa Romeo,2,0
2016-06,Nilsson,2,0
2016-06,Aston Martin,1,0
2016-06,Bentley,1,0
2016-06,Chevrolet US,1,0
2016-07,Volkswagen,2076,188
2016-07,Toyota,1127,102
2016-07,Audi,687,62
2016-07,Mitsubishi,641,58
2016-07,BMW,636,58
2016-07,Volvo,635,58
2016-07,Mercedes-Benz,607,55
2016-07,Skoda,602,55
2016-07,Nissan,590,53
2016-07,Ford,510,46
2016-07,Mazda,489,44
2016-07,Kia,339,31
2016-07,Peugeot,314,28
2016-07,Opel,311,28
2016-07,Hyundai,229,21
2016-07,Suzuki,213,19
2016-07,Subaru,201,18
2016-07,Citroen,175,16
2016-07,Honda,145,13
2016-07,Renault,128,12
2016-07,MINI,97,09
2016-07,Lexus,89,08
2016-07,Tesla,66,06
2016-07,Porsche,28,03
2016-07,Land Rover,24,02
2016-07,Jaguar,23,02
2016-07,DS,20,02
2016-07,Ssangyong,9,01
2016-07,Dacia,8,01
2016-07,Jeep,8,01
2016-07,Nilsson,4,0
2016-07,Fiat,3,0
2016-07,Smart,1,0
2016-07,Alfa Romeo,1,0
2016-07,Maserati,1,0
2016-07,Ferrari,1,0
2016-07,Bentley,1,0
2016-07,Morgan,1,0
2016-08,Volkswagen,2359,178
2016-08,Toyota,1824,138
2016-08,BMW,1031,78
2016-08,Mercedes-Benz,881,67
2016-08,Audi,794,6
2016-08,Nissan,627,47
2016-08,Ford,625,47
2016-08,Skoda,529,4
2016-08,Mazda,518,39
2016-08,Mitsubishi,499,38
2016-08,Volvo,463,35
2016-08,Peugeot,461,35
2016-08,Kia,401,3
2016-08,Tesla,338,26
2016-08,Opel,282,21
2016-08,Subaru,268,2
2016-08,Suzuki,229,17
2016-08,Honda,201,15
2016-08,Hyundai,165,12
2016-08,Citroen,162,12
2016-08,Lexus,142,11
2016-08,Renault,134,1
2016-08,MINI,79,06
2016-08,Jaguar,42,03
2016-08,Dacia,40,03
2016-08,Porsche,38,03
2016-08,Land Rover,35,03
2016-08,Fiat,19,01
2016-08,Jeep,13,01
2016-08,DS,10,01
2016-08,Ssangyong,8,01
2016-08,Alfa Romeo,6,0
2016-08,Nilsson,3,0
2016-08,Maserati,2,0
2016-08,Smart,1,0
2016-08,Ferrari,1,0
2016-08,Bentley,1,0
2016-08,Lamborghini,1,0
2016-09,Volkswagen,2084,15
2016-09,Toyota,1823,132
2016-09,BMW,1193,86
2016-09,Mercedes-Benz,891,64
2016-09,Tesla,848,61
2016-09,Volvo,763,55
2016-09,Ford,697,5
2016-09,Audi,688,5
2016-09,Skoda,653,47
2016-09,Mitsubishi,562,41
2016-09,Mazda,549,4
2016-09,Nissan,460,33
2016-09,Kia,418,3
2016-09,Peugeot,354,26
2016-09,Renault,256,18
2016-09,Opel,249,18
2016-09,Suzuki,241,17
2016-09,Subaru,227,16
2016-09,Hyundai,227,16
2016-09,Citroen,149,11
2016-09,Honda,148,11
2016-09,Lexus,141,1
2016-09,MINI,48,03
2016-09,Land Rover,45,03
2016-09,Jaguar,44,03
2016-09,Porsche,26,02
2016-09,Fiat,16,01
2016-09,Alfa Romeo,15,01
2016-09,Dacia,13,01
2016-09,Ssangyong,9,01
2016-09,Jeep,5,0
2016-09,DS,4,0
2016-09,Smart,4,0
2016-09,Nilsson,4,0
2016-10,Volkswagen,2161,181
2016-10,Toyota,1327,111
2016-10,BMW,1096,92
2016-10,Mercedes-Benz,732,61
2016-10,Volvo,732,61
2016-10,Nissan,646,54
2016-10,Skoda,628,53
2016-10,Audi,603,51
2016-10,Ford,534,45
2016-10,Mazda,524,44
2016-10,Mitsubishi,426,36
2016-10,Peugeot,415,35
2016-10,Kia,315,26
2016-10,Opel,249,21
2016-10,Suzuki,226,19
2016-10,Hyundai,221,19
2016-10,Subaru,217,18
2016-10,Renault,216,18
2016-10,Citroen,171,14
2016-10,Tesla,123,1
2016-10,Honda,111,09
2016-10,Lexus,86,07
2016-10,MINI,56,05
2016-10,Jaguar,34,03
2016-10,Land Rover,16,01
2016-10,Porsche,14,01
2016-10,Dacia,14,01
2016-10,Fiat,10,01
2016-10,DS,9,01
2016-10,Ssangyong,5,0
2016-10,Jeep,5,0
2016-10,Nilsson,4,0
2016-10,Alfa Romeo,3,0
2016-10,Smart,2,0
2016-10,Chevrolet US,1,0
2016-11,Volkswagen,2106,16
2016-11,BMW,1663,126
2016-11,Toyota,1375,104
2016-11,Mercedes-Benz,807,61
2016-11,Volvo,754,57
2016-11,Ford,690,52
2016-11,Skoda,665,5
2016-11,Audi,645,49
2016-11,Nissan,571,43
2016-11,Mitsubishi,472,36
2016-11,Peugeot,427,32
2016-11,Mazda,420,32
2016-11,Hyundai,400,3
2016-11,Kia,343,26
2016-11,Opel,317,24
2016-11,Subaru,279,21
2016-11,Suzuki,269,2
2016-11,Renault,202,15
2016-11,Tesla,170,13
2016-11,Citroen,161,12
2016-11,Honda,109,08
2016-11,Lexus,89,07
2016-11,MINI,78,06
2016-11,Jaguar,33,03
2016-11,Land Rover,32,02
2016-11,Dacia,31,02
2016-11,Porsche,29,02
2016-11,Jeep,23,02
2016-11,Ssangyong,13,01
2016-11,Fiat,12,01
2016-11,Alfa Romeo,4,0
2016-11,Smart,2,0
2016-11,Nilsson,2,0
2016-11,DS,1,0
2016-12,Volkswagen,2239,165
2016-12,Toyota,1238,91
2016-12,Volvo,1235,91
2016-12,BMW,866,64
2016-12,Audi,827,61
2016-12,Ford,727,53
2016-12,Tesla,688,51
2016-12,Mercedes-Benz,653,48
2016-12,Mazda,541,4
2016-12,Nissan,533,39
2016-12,Skoda,526,39
2016-12,Subaru,508,37
2016-12,Mitsubishi,444,33
2016-12,Hyundai,423,31
2016-12,Opel,372,27
2016-12,Kia,327,24
2016-12,Suzuki,271,2
2016-12,Peugeot,270,2
2016-12,Renault,224,16
2016-12,Citroen,119,09
2016-12,Honda,118,09
2016-12,Lexus,82,06
2016-12,Dacia,80,06
2016-12,MINI,68,05
2016-12,Land Rover,64,05
2016-12,Jeep,39,03
2016-12,Jaguar,38,03
2016-12,Fiat,32,02
2016-12,Porsche,27,02
2016-12,DS,6,0
2016-12,Ssangyong,5,0
2016-12,Maserati,5,0
2016-12,Alfa Romeo,3,0
2016-12,Nilsson,3,0
2016-12,Smart,1,0
2017-01,Volkswagen,1688,129
2017-01,BMW,1540,118
2017-01,Toyota,1526,117
2017-01,Volvo,1158,89
2017-01,Mercedes-Benz,970,74
2017-01,Skoda,681,52
2017-01,Ford,617,47
2017-01,Nissan,615,47
2017-01,Peugeot,571,44
2017-01,Audi,565,43
2017-01,Kia,422,32
2017-01,Tesla,367,28
2017-01,Suzuki,352,27
2017-01,Hyundai,349,27
2017-01,Renault,306,23
2017-01,Mazda,284,22
2017-01,Mitsubishi,216,17
2017-01,Opel,191,15
2017-01,Citroen,163,12
2017-01,Honda,101,08
2017-01,Lexus,98,08
2017-01,Porsche,91,07
2017-01,MINI,65,05
2017-01,Subaru,39,03
2017-01,Jaguar,27,02
2017-01,Land Rover,18,01
2017-01,Dacia,9,01
2017-01,DS,9,01
2017-01,Alfa Romeo,6,0
2017-01,Fiat,3,0
2017-01,Nilsson,3,0
2017-01,Maserati,2,0
2017-01,Ferrari,1,0
2017-01,Smart,1,0
2017-01,Ssangyong,1,0
